Date,Region,Channel,PoliciesSold,TotalPremium,TotalClaims,CustomerSatisfaction,CommissionRate,PolicyDurationMonths,AvgCustomerAge,ClaimFrequency,ClaimSeverity,RenewalRate,OperatingCost,Profit,LossRatio,ClaimsPerPolicy
01/02/2024,North,Partner,336,255123,41976,6.3,5.62,12,66,0.3,813.22,0.89,14949,198198,0.165,100.8
01/12/2024,East,Partner,165,52431,82863,8.93,6.21,12,37,0.228,320.94,0.57,18169,-48601,1.58,37.62
01/01/2024,North,Online,169,136590,141779,8.4,7.75,12,29,0.259,931.79,0.56,13155,-18344,1.038,43.77
01/07/2024,West,Online,546,112175,20591,7.14,6.9,12,65,0.144,816.07,0.51,12069,79515,0.184,78.62
01/07/2024,East,Branch,515,167472,26277,7.42,6.2,12,34,0.323,204.24,0.86,15070,126125,0.157,166.34
01/12/2024,South,Online,631,82624,81860,8.84,7.08,6,38,0.392,789.9,0.8,10338,-9574,0.991,247.35
01/02/2024,East,Online,540,257193,22260,7.74,5.48,12,48,0.243,789.94,0.75,7532,227401,0.087,131.22
01/07/2024,East,Partner,563,111264,129443,6.76,6.92,12,35,0.49,597.45,0.87,16706,-34885,1.163,275.87
01/08/2024,North,Online,495,163766,149505,7.92,5.64,6,27,0.076,236.79,0.73,10337,3924,0.913,37.62
01/01/2024,East,Partner,650,213030,85883,6.91,5.12,24,53,0.315,663.92,0.55,8773,118374,0.403,204.75
01/09/2024,South,Online,756,182767,44741,7.29,6.44,12,54,0.313,812.6,0.57,15270,122756,0.245,236.63
01/07/2024,North,Branch,656,150211,139720,7.95,6.75,12,61,0.066,416.7,0.55,11465,-974,0.93,43.3
01/03/2024,North,Online,494,169502,57211,9.06,5.84,12,31,0.151,733.65,0.62,18561,93730,0.338,74.59
01/08/2024,West,Online,425,231004,129392,10,6.26,6,41,0.457,483.14,0.65,9661,91951,0.56,194.22
01/07/2024,West,Online,190,280395,147373,9.36,6.78,6,44,0.295,659.08,0.82,7057,125965,0.526,56.05
01/11/2024,East,Partner,169,94225,61542,7.93,7.07,12,35,0.246,507.65,0.58,5677,27006,0.653,41.57
01/08/2024,West,Branch,265,182475,26869,10,7.58,12,68,0.237,443.01,0.79,18138,137468,0.147,62.8
01/06/2024,West,Online,741,264418,113618,8.56,5.42,12,49,0.45,884.73,0.7,7974,142826,0.43,333.45
01/09/2024,West,Partner,313,255463,107616,7.02,7.81,24,48,0.215,803.07,0.9,13476,134371,0.421,67.3
01/05/2024,North,Branch,700,219708,84732,8.09,6.55,12,26,0.437,476.36,0.81,15392,119584,0.386,305.9
01/03/2024,North,Partner,434,60839,114515,7.34,7.15,6,51,0.189,547.71,0.89,10648,-64324,1.882,82.03
01/03/2024,North,Partner,468,246618,39422,6.75,6.8,12,43,0.289,753.36,0.64,17658,189538,0.16,135.25
01/01/2024,West,Branch,683,285706,55613,6.83,4.82,12,53,0.115,848.86,0.55,11444,218649,0.195,78.54
01/12/2024,North,Online,776,228901,77016,7.85,4.29,12,61,0.421,747.47,0.7,6840,145045,0.336,326.7
01/08/2024,West,Partner,148,190302,80110,8.75,6.91,6,35,0.381,632.75,0.55,6878,103314,0.421,56.39
01/02/2024,North,Partner,151,101977,108529,9.07,6.04,12,43,0.289,963.51,0.7,11289,-17841,1.064,43.64
01/03/2024,North,Online,388,221304,97922,6.76,6.81,6,52,0.062,819.31,0.61,14802,108580,0.442,24.06
01/08/2024,South,Online,725,163050,54033,7.7,5.91,12,63,0.267,292.47,0.7,17154,91863,0.331,193.58
01/08/2024,East,Branch,338,282379,65213,8.49,5.25,12,45,0.151,646.51,0.88,12219,204947,0.231,51.04
01/11/2024,West,Branch,232,275864,149633,8.15,5.14,6,50,0.236,527.65,0.62,17428,108803,0.542,54.75
01/04/2024,South,Branch,265,75651,81993,8.69,6.92,12,46,0.435,835.95,0.9,16351,-22693,1.084,115.28
01/04/2024,North,Online,473,147919,32938,7.57,5.11,12,30,0.396,235.73,0.59,16690,98291,0.223,187.31
01/05/2024,West,Partner,472,89963,96695,9.27,6.86,12,35,0.159,528.58,0.58,15323,-22055,1.075,75.05
01/06/2024,North,Partner,577,236944,22274,8,5.54,12,38,0.493,454.62,0.72,8314,206356,0.094,284.46
01/05/2024,East,Branch,578,167776,104390,8.76,7.08,12,60,0.456,312.95,0.84,18417,44969,0.622,263.57
01/07/2024,South,Online,749,129198,51815,7.62,4.57,24,64,0.288,503.04,0.8,18915,58468,0.401,215.71
01/02/2024,East,Partner,690,194811,96018,8.06,4.82,6,65,0.289,738.24,0.79,6378,92415,0.493,199.41
01/07/2024,South,Branch,781,180697,38961,6.4,6.74,24,26,0.456,489.34,0.61,19356,122380,0.216,356.14
01/10/2024,North,Partner,734,113294,40044,7.16,6.24,6,67,0.336,664.01,0.51,16269,56981,0.353,246.62
01/07/2024,East,Partner,787,229428,119372,7.79,4.82,12,44,0.292,674.25,0.56,16206,93850,0.52,229.8
01/01/2024,East,Online,399,51789,41975,8.1,7.61,12,46,0.387,669.69,0.64,10340,-526,0.811,154.41
01/07/2024,North,Online,181,200492,34706,10,5.1,6,63,0.156,623.63,0.89,17084,148702,0.173,28.24
01/05/2024,East,Partner,186,139297,25974,7.62,5.68,6,28,0.445,293.59,0.87,18398,94925,0.186,82.77
01/03/2024,West,Branch,324,286974,149675,6.62,4.81,12,53,0.289,374.76,0.58,14907,122392,0.522,93.64
01/03/2024,South,Online,115,218678,96464,9.7,5.55,24,48,0.322,840.05,0.79,5452,116762,0.441,37.03
01/04/2024,South,Partner,457,219712,41213,9.08,5.97,12,25,0.09,601.89,0.73,13533,164966,0.188,41.13
01/12/2024,South,Online,262,168341,21950,6.84,5.18,12,48,0.189,764.86,0.52,5392,140999,0.13,49.52
01/02/2024,West,Online,709,94135,142971,8.47,7.08,12,54,0.242,655.93,0.65,10471,-59307,1.519,171.58
01/02/2024,South,Online,767,87067,105013,8.84,5.58,12,36,0.236,230.95,0.69,6269,-24215,1.206,181.01
01/01/2024,North,Partner,613,239492,30411,8.16,6.92,12,43,0.4,836.97,0.77,13137,195944,0.127,245.2
01/05/2024,East,Branch,449,67357,148603,8.33,4.83,12,61,0.177,251.46,0.62,18997,-100243,2.206,79.47
01/04/2024,West,Branch,780,220923,107231,7.37,5.51,6,64,0.132,954.54,0.87,8050,105642,0.485,102.96
01/11/2024,South,Branch,563,88262,66156,8.5,4.03,12,67,0.312,372.3,0.68,12280,9826,0.75,175.66
01/10/2024,North,Online,474,257925,82744,7.51,7.03,12,28,0.327,609.92,0.6,17251,157930,0.321,155
01/02/2024,East,Partner,191,108643,37771,5.35,6.5,6,39,0.105,250.87,0.63,14162,56710,0.348,20.06
01/03/2024,East,Online,280,299166,89810,8.2,7.27,6,44,0.051,915.95,0.8,18894,190462,0.3,14.28
01/07/2024,West,Branch,400,202606,55053,6.32,5.82,24,68,0.463,983.95,0.76,15397,132156,0.272,185.2
01/07/2024,West,Branch,759,141270,137894,9.01,7.2,24,44,0.086,317.03,0.8,9794,-6418,0.976,65.27
01/12/2024,West,Partner,288,282505,72076,6.87,6.59,6,45,0.454,436.63,0.62,12410,198019,0.255,130.75
01/04/2024,North,Online,413,213944,27045,5.55,4.01,6,34,0.23,212.7,0.63,5165,181734,0.126,94.99
01/05/2024,North,Branch,592,286809,77623,6.23,5.01,6,54,0.344,829.57,0.66,19369,189817,0.271,203.65
01/05/2024,West,Partner,227,188761,49714,7.96,5.98,12,48,0.134,449.17,0.58,13446,125601,0.263,30.42
01/06/2024,South,Online,618,119103,54386,8.19,6.47,12,64,0.421,671.07,0.78,13493,51224,0.457,260.18
01/09/2024,East,Online,525,136268,129283,6.59,4.26,24,64,0.131,231.37,0.63,11363,-4378,0.949,68.78
01/02/2024,East,Branch,658,136310,28562,6.93,6.82,6,62,0.224,772.37,0.63,16295,91453,0.21,147.39
01/05/2024,North,Branch,664,269803,75048,7.99,6.17,12,27,0.157,623.52,0.61,13079,181676,0.278,104.25
01/12/2024,East,Online,286,296941,113295,8.97,6.1,6,53,0.427,779.98,0.68,10030,173616,0.382,122.12
01/03/2024,South,Online,649,87412,32026,6.79,5.17,24,32,0.436,831.65,0.81,17032,38354,0.366,282.96
01/04/2024,East,Branch,552,97734,126147,8.38,6.38,24,53,0.217,271.39,0.83,15748,-44161,1.291,119.78
01/10/2024,North,Online,570,290706,51589,6.26,4.11,12,34,0.188,662.47,0.82,6505,232612,0.177,107.16
01/06/2024,North,Branch,664,137793,128199,8.32,4.26,12,29,0.398,719.96,0.75,14448,-4854,0.93,264.27
01/12/2024,South,Online,323,251002,117274,8.76,6.94,6,35,0.445,613.38,0.61,18240,115488,0.467,143.74
01/08/2024,South,Branch,253,282910,46844,8.52,5.29,12,28,0.331,345.93,0.79,15454,220612,0.166,83.74
01/01/2024,East,Partner,659,72228,43447,8.99,5.39,12,59,0.467,836.48,0.52,12409,16372,0.602,307.75
01/10/2024,East,Branch,450,170627,110415,8.93,4.83,12,64,0.222,997.97,0.82,9340,50872,0.647,99.9
01/08/2024,North,Branch,246,127924,97502,9.85,5.78,12,36,0.118,975.42,0.81,19355,11067,0.762,29.03
01/11/2024,South,Partner,675,61319,103268,8.11,4.21,12,45,0.131,822.02,0.77,5209,-47158,1.684,88.42
01/07/2024,South,Online,448,56475,74708,9.85,5.2,12,40,0.351,534.49,0.54,8793,-27026,1.323,157.25
01/01/2024,South,Partner,281,278163,83925,7.06,6.11,12,38,0.233,469.84,0.9,9521,184717,0.302,65.47
01/02/2024,East,Branch,736,264766,90825,7.79,5.86,12,45,0.12,254.84,0.8,8047,165894,0.343,88.32
01/03/2024,South,Online,278,195800,71574,7.88,8,12,51,0.182,533.03,0.79,5980,118246,0.366,50.6
01/01/2024,North,Partner,138,291382,105548,6.96,5.56,6,60,0.289,324.84,0.53,7119,178715,0.362,39.88
01/09/2024,North,Online,102,79545,38812,5.64,5.55,12,25,0.105,403.47,0.66,8745,31988,0.488,10.71
01/08/2024,East,Online,163,146636,121337,8.87,6.01,24,25,0.052,913.51,0.53,5177,20122,0.827,8.48
01/02/2024,West,Partner,128,262758,75309,7.07,4.76,12,46,0.463,974.82,0.64,6546,180903,0.287,59.26
01/09/2024,East,Online,471,279822,84230,7.6,7.51,12,39,0.187,958.85,0.73,19186,176406,0.301,88.08
01/07/2024,West,Partner,622,279484,61628,9.58,6.29,6,44,0.15,354.68,0.85,15226,202630,0.221,93.3
01/09/2024,South,Branch,196,242828,143379,8.57,4.77,12,27,0.364,920.72,0.61,13490,85959,0.59,71.34
01/06/2024,East,Online,541,249847,60581,9.74,7.17,24,38,0.434,313.2,0.75,19601,169665,0.242,234.79
01/06/2024,North,Branch,302,219771,136102,8.12,4.14,12,33,0.335,606.13,0.57,15759,67910,0.619,101.17
01/11/2024,South,Branch,510,217893,66628,8.56,7.93,12,43,0.165,714.93,0.64,8566,142699,0.306,84.15
01/04/2024,North,Online,120,80615,108628,7.76,7.46,24,64,0.438,569.97,0.88,17231,-45244,1.347,52.56
01/10/2024,South,Partner,650,63746,45105,7.15,6.32,12,58,0.28,961.47,0.8,5274,13367,0.708,182
01/10/2024,East,Online,201,267529,99830,8.55,4.45,12,28,0.222,466.57,0.72,19016,148683,0.373,44.62
01/02/2024,West,Branch,145,203817,141323,7.56,4.86,12,57,0.322,621.9,0.6,19134,43360,0.693,46.69
01/07/2024,South,Branch,165,51245,89157,8.64,5.12,12,67,0.365,260.36,0.65,7995,-45907,1.74,60.22
01/05/2024,West,Partner,702,167408,52442,7.43,4.96,12,61,0.317,881.78,0.56,19082,95884,0.313,222.53
01/11/2024,South,Online,263,162143,146336,7.82,5.99,12,26,0.464,530.69,0.64,5052,10755,0.903,122.03
01/06/2024,North,Branch,210,205925,107235,7.9,7.78,12,51,0.333,760.43,0.56,12775,85915,0.521,69.93
01/02/2024,North,Branch,437,77632,135442,9.08,5.78,6,69,0.445,745.8,0.82,19133,-76943,1.745,194.46
01/05/2024,South,Branch,222,62856,22347,7.58,6.65,12,41,0.314,741.01,0.53,14615,25894,0.356,69.71
01/10/2024,West,Partner,546,237965,115022,9.19,6.75,24,55,0.198,605.55,0.58,18725,104218,0.483,108.11
01/04/2024,East,Branch,710,251713,67650,7.1,7.49,24,65,0.29,422.02,0.78,6627,177436,0.269,205.9
01/09/2024,East,Branch,390,282298,37110,8.27,4.14,6,30,0.089,700.08,0.86,11043,234145,0.131,34.71
01/06/2024,North,Online,770,118049,82170,7.31,5.62,12,55,0.154,969.43,0.89,12823,23056,0.696,118.58
01/02/2024,East,Online,511,108182,24923,9.12,7.14,12,27,0.395,867.16,0.83,13680,69579,0.23,201.84
01/01/2024,North,Branch,714,183873,71801,7.18,7.26,24,64,0.348,287.01,0.58,19837,92235,0.39,248.47
01/05/2024,East,Branch,380,278953,82771,7.28,7.71,12,27,0.125,218.55,0.61,15546,180636,0.297,47.5
01/09/2024,South,Online,142,260503,144926,6.74,6.81,24,57,0.247,599.18,0.85,13608,101969,0.556,35.07
01/06/2024,North,Partner,585,220821,101147,8.1,4.98,24,37,0.114,820.66,0.86,15748,103926,0.458,66.69
01/10/2024,North,Partner,695,254829,68135,8.59,6.02,12,45,0.435,451.12,0.76,14112,172582,0.267,302.32
01/12/2024,South,Partner,150,105654,39199,8.48,4.13,12,61,0.099,760.99,0.63,6553,59902,0.371,14.85
01/07/2024,North,Partner,309,252646,29066,7.86,6.59,12,40,0.344,945.54,0.59,15877,207703,0.115,106.3
01/05/2024,East,Partner,225,278639,121583,7.34,6.22,12,45,0.323,567.19,0.84,13857,143199,0.436,72.68
01/10/2024,East,Partner,591,105381,72136,7.72,6.67,6,68,0.263,395.33,0.58,17293,15952,0.685,155.43
01/06/2024,North,Partner,608,108601,112290,7.76,7.72,6,37,0.175,934.21,0.76,7469,-11158,1.034,106.4
01/05/2024,East,Partner,680,196154,56575,8.25,6.75,12,28,0.232,577.81,0.89,6474,133105,0.288,157.76
01/11/2024,West,Online,357,195720,109796,8.18,5.28,12,55,0.413,526.27,0.78,19725,66199,0.561,147.44
01/09/2024,North,Partner,287,50364,140787,9.74,4.79,24,33,0.393,482.69,0.6,11477,-101900,2.795,112.79
01/06/2024,South,Partner,329,215640,66733,8.04,7.42,12,57,0.382,538.41,0.61,18759,130148,0.309,125.68
01/11/2024,West,Partner,288,260718,134427,8.36,4.78,12,61,0.387,738.93,0.54,5337,120954,0.516,111.46
01/08/2024,North,Branch,514,252566,36991,8.07,4.65,12,61,0.115,546.98,0.77,11991,203584,0.146,59.11
01/02/2024,South,Online,109,255704,42553,7.67,4.83,12,48,0.095,459.38,0.71,16351,196800,0.166,10.36
01/12/2024,East,Online,213,57436,109710,8.35,6.04,12,49,0.438,794.91,0.58,13460,-65734,1.91,93.29
01/09/2024,South,Online,175,136713,107493,7.58,4.5,12,65,0.427,362.38,0.59,19400,9820,0.786,74.72
01/05/2024,West,Partner,775,207826,20634,7.94,7.75,24,53,0.357,361.55,0.5,6087,181105,0.099,276.68
01/07/2024,East,Partner,601,110194,115417,9.16,7.87,12,64,0.323,757.15,0.89,6293,-11516,1.047,194.12
01/10/2024,North,Branch,184,74544,32771,7.51,7.9,6,60,0.215,893.37,0.83,13848,27925,0.44,39.56
01/01/2024,East,Online,148,241252,145607,8.39,4.16,24,39,0.151,392.97,0.66,18688,76957,0.604,22.35
01/10/2024,North,Partner,594,113295,135762,5.52,7.78,6,69,0.35,352.9,0.88,10964,-33431,1.198,207.9
01/05/2024,North,Online,788,193710,38298,7.81,7.99,12,42,0.461,736.24,0.77,7828,147584,0.198,363.27
01/12/2024,South,Branch,486,246787,99876,7.51,7.77,12,44,0.247,696.64,0.8,11472,135439,0.405,120.04
01/10/2024,South,Branch,488,119409,118892,8.12,6.68,6,29,0.186,557.8,0.77,8973,-8456,0.996,90.77
01/02/2024,South,Branch,317,299720,55999,7.76,6.8,12,42,0.172,276.69,0.8,11661,232060,0.187,54.52
01/12/2024,West,Online,445,264178,91887,8.14,4.49,12,64,0.061,273.43,0.57,18944,153347,0.348,27.14
01/06/2024,West,Partner,329,176839,79648,7.62,7.5,12,25,0.284,821.87,0.72,9957,87234,0.45,93.44
01/11/2024,South,Partner,354,163759,82668,8.39,4.24,6,43,0.495,561.42,0.84,11564,69527,0.505,175.23
01/01/2024,West,Branch,335,67157,89374,6.29,5.27,12,47,0.417,886.37,0.51,6336,-28553,1.331,139.7
01/03/2024,East,Partner,125,226637,87509,8.11,7.96,12,50,0.454,659.79,0.55,15548,123580,0.386,56.75
01/05/2024,East,Branch,683,251068,132650,7.06,5.69,24,53,0.33,694.99,0.6,6667,111751,0.528,225.39
01/04/2024,West,Online,360,294692,123348,9.17,4.52,6,58,0.267,947.36,0.62,6825,164519,0.419,96.12
01/03/2024,West,Branch,370,115888,95783,7.05,7.88,12,43,0.496,331.69,0.57,17222,2883,0.827,183.52
01/10/2024,East,Online,222,237167,64440,9,7.94,24,42,0.251,634.42,0.75,6212,166515,0.272,55.72
01/05/2024,North,Branch,755,114947,51655,7.99,4.75,12,26,0.463,246.51,0.62,7768,55524,0.449,349.56
01/11/2024,East,Partner,356,268194,63039,6.17,7.46,24,51,0.393,487.14,0.56,18353,186802,0.235,139.91
01/08/2024,East,Partner,755,120880,75255,7.12,5.56,24,30,0.199,318.48,0.86,19925,25700,0.623,150.24
01/11/2024,West,Branch,520,54507,92219,8.85,5.53,12,63,0.276,350.27,0.78,17607,-55319,1.692,143.52
01/04/2024,East,Partner,358,153134,74989,8.79,5.05,12,30,0.223,947.84,0.6,16250,61895,0.49,79.83
01/01/2024,West,Partner,146,93988,31244,6.7,4.18,6,30,0.111,688.55,0.64,10776,51968,0.332,16.21
01/11/2024,West,Partner,624,148421,114594,9.56,5.07,6,55,0.211,913.73,0.8,5444,28383,0.772,131.66
01/07/2024,South,Online,307,197937,78595,7.98,4.22,12,65,0.45,554.82,0.82,14589,104753,0.397,138.15
01/08/2024,East,Partner,410,152591,59551,8.88,7.7,6,64,0.389,678.11,0.57,9381,83659,0.39,159.49
01/03/2024,North,Online,248,179614,83230,6.79,6.65,12,54,0.175,225.68,0.87,15410,80974,0.463,43.4
01/06/2024,South,Branch,537,77213,123898,7.54,7.55,6,45,0.216,575.6,0.81,8676,-55361,1.605,115.99
01/02/2024,West,Partner,254,237026,48371,8.42,6.87,12,65,0.327,651.25,0.84,7310,181345,0.204,83.06
01/07/2024,West,Partner,777,107450,89358,7.69,4.53,12,68,0.237,213.42,0.56,9040,9052,0.832,184.15
01/08/2024,North,Partner,189,185549,48878,5.08,7.76,12,42,0.276,831.59,0.56,12085,124586,0.263,52.16
01/06/2024,West,Branch,797,112222,56157,7.81,7.6,12,47,0.364,436.34,0.62,16798,39267,0.5,290.11
01/06/2024,East,Online,457,187605,25914,6.04,5.39,24,62,0.26,561.99,0.53,6827,154864,0.138,118.82
01/05/2024,South,Online,273,230467,103700,6.93,4.45,12,47,0.136,628.5,0.54,11285,115482,0.45,37.13
01/08/2024,West,Partner,316,204468,47180,6.6,6.82,12,52,0.284,993.76,0.56,8219,149069,0.231,89.74
01/01/2024,West,Branch,555,62755,23688,9.13,6.91,24,60,0.21,279.35,0.78,10559,28508,0.377,116.55
01/10/2024,North,Branch,708,181937,100219,9.45,7.59,6,49,0.181,644.22,0.51,11771,69947,0.551,128.15
01/04/2024,East,Branch,728,192245,98616,8.34,4.21,12,31,0.198,624.48,0.53,9688,83941,0.513,144.14
01/04/2024,West,Branch,298,239977,116489,7.77,4.57,6,42,0.248,255.13,0.88,9511,113977,0.485,73.9
01/03/2024,North,Branch,585,219169,29916,8.03,6.39,6,44,0.449,707.15,0.53,7072,182181,0.136,262.67
01/03/2024,West,Online,632,83371,76363,9.13,6.48,24,29,0.38,429.48,0.71,11770,-4762,0.916,240.16
01/04/2024,North,Online,299,285132,115213,6.02,4.13,12,42,0.351,283.01,0.76,17381,152538,0.404,104.95
01/11/2024,North,Online,470,192326,47360,6.92,5.59,24,66,0.262,342.91,0.88,19640,125326,0.246,123.14
01/01/2024,East,Partner,547,185090,57805,9,6.34,12,64,0.051,858.88,0.86,11328,115957,0.312,27.9
01/11/2024,West,Branch,347,55192,33453,9.21,6.95,24,57,0.203,283.3,0.68,7330,14409,0.606,70.44
01/11/2024,East,Partner,363,52015,146599,8.59,5.26,24,39,0.416,573.54,0.88,18466,-113050,2.818,151.01
01/02/2024,North,Branch,157,158154,42703,6.96,5.94,12,59,0.225,356.22,0.67,5685,109766,0.27,35.33
01/09/2024,South,Online,401,249988,79021,8.99,7.26,12,25,0.304,329.86,0.77,9958,161009,0.316,121.9
01/10/2024,West,Partner,130,78343,94176,9.36,7.82,12,45,0.142,364.57,0.6,5684,-21517,1.202,18.46
01/02/2024,South,Online,597,119306,114799,8.72,4.92,24,32,0.462,594.23,0.75,18325,-13818,0.962,275.81
01/05/2024,West,Branch,348,55829,118385,5.51,5.01,12,31,0.465,390.23,0.72,16129,-78685,2.12,161.82
01/09/2024,East,Branch,704,84381,124582,8.12,7.76,12,65,0.116,277.39,0.74,16903,-57104,1.476,81.66
01/09/2024,East,Branch,370,161451,101614,8.59,5.58,12,68,0.376,841.12,0.77,13532,46305,0.629,139.12
01/08/2024,East,Online,705,262153,108919,7.48,6.87,12,64,0.084,631.86,0.57,17891,135343,0.415,59.22
01/01/2024,East,Branch,765,68263,101072,8.19,6.45,6,64,0.319,325.48,0.62,19094,-51903,1.481,244.04
01/01/2024,East,Online,493,284748,136094,7.49,5.14,12,54,0.13,577.14,0.79,5733,142921,0.478,64.09
01/09/2024,South,Partner,601,234332,27410,7.14,6.61,24,62,0.116,254.69,0.57,6496,200426,0.117,69.72
01/11/2024,East,Branch,691,224378,101462,9.51,6.62,12,59,0.052,664.34,0.64,17085,105831,0.452,35.93
01/08/2024,North,Branch,183,272283,68268,8.22,6.37,12,26,0.473,472.24,0.77,16146,187869,0.251,86.56
01/10/2024,North,Branch,464,108418,54248,6.89,4.4,12,32,0.423,282.82,0.88,14323,39847,0.5,196.27
01/09/2024,South,Partner,648,271970,51159,6.62,7.98,12,62,0.085,346.92,0.53,10450,210361,0.188,55.08
01/07/2024,West,Branch,441,50148,62039,7.14,5.6,24,28,0.32,476.56,0.71,9635,-21526,1.237,141.12
01/03/2024,North,Online,506,182826,121902,7.14,6.55,12,61,0.155,845.13,0.53,19774,41150,0.667,78.43
01/03/2024,West,Online,524,76745,67800,8.15,7.54,6,45,0.169,339,0.65,6732,2213,0.883,88.56
01/02/2024,South,Branch,192,122914,60761,8.49,5.69,6,37,0.443,287.73,0.57,16227,45926,0.494,85.06
01/05/2024,West,Branch,713,292967,114626,8.48,7.1,24,33,0.101,612.75,0.76,19023,159318,0.391,72.01
01/12/2024,West,Partner,511,236905,106103,7.25,7.89,24,69,0.321,646.96,0.8,15905,114897,0.448,164.03
01/12/2024,West,Partner,531,201212,138368,8.92,5.44,12,53,0.231,272.19,0.6,11527,51317,0.688,122.66
01/03/2024,West,Partner,777,255979,63663,9.23,5.62,6,65,0.136,427.59,0.79,11725,180591,0.249,105.67
01/06/2024,South,Branch,258,110653,100903,7.74,7.62,12,48,0.253,410.21,0.68,11303,-1553,0.912,65.27
01/02/2024,North,Partner,113,273607,60412,6.97,4.64,12,40,0.473,348.98,0.61,15671,197524,0.221,53.45
01/12/2024,East,Partner,472,242593,138998,8.1,4.11,12,36,0.402,452.51,0.71,13031,90564,0.573,189.74
01/03/2024,West,Online,324,128315,130252,10,7.64,24,26,0.109,229.69,0.65,6419,-8356,1.015,35.32
01/05/2024,North,Partner,604,81075,136446,6.94,7.29,24,43,0.432,721.24,0.59,15181,-70552,1.683,260.93
01/12/2024,North,Online,172,211769,55367,7.47,7.89,24,54,0.472,990.79,0.8,9710,146692,0.261,81.18
01/11/2024,South,Online,348,235616,140304,8.06,4.23,12,40,0.175,707.24,0.82,13679,81633,0.595,60.9
01/11/2024,North,Partner,610,59795,25813,8.54,4.62,12,48,0.2,488.86,0.82,17011,16971,0.432,122
01/01/2024,South,Online,702,114555,79894,6.01,4.42,12,37,0.107,734.33,0.65,18500,16161,0.697,75.11
01/01/2024,West,Branch,315,233276,122157,9.31,6.73,12,29,0.205,657.21,0.57,6441,104678,0.524,64.58
01/10/2024,West,Branch,701,285068,145626,9.29,6.42,12,47,0.353,877.41,0.84,7390,132052,0.511,247.45
01/09/2024,East,Partner,640,250826,71444,7.58,5.44,6,62,0.172,697.5,0.63,6384,172998,0.285,110.08
01/07/2024,East,Branch,319,245932,54269,10,4.23,12,55,0.053,707.26,0.8,7156,184507,0.221,16.91
01/01/2024,East,Online,320,153107,81748,9.23,6.56,12,41,0.202,377.33,0.83,18136,53223,0.534,64.64
01/12/2024,North,Branch,488,101529,61190,9.17,6.28,12,27,0.254,532.5,0.81,9396,30943,0.603,123.95
01/08/2024,West,Partner,653,192744,60318,9.19,4.45,6,50,0.305,475.53,0.66,6391,126035,0.313,199.16
01/03/2024,South,Partner,746,235310,57018,9.16,7.64,12,37,0.358,209.14,0.88,12422,165870,0.242,267.07
01/08/2024,East,Online,141,277650,144078,7.98,4.8,6,68,0.078,450.62,0.76,10435,123137,0.519,11
01/05/2024,South,Partner,775,217022,59759,7.88,6.97,12,62,0.261,588.85,0.73,9800,147463,0.275,202.28
01/01/2024,South,Branch,382,61009,36498,7.06,7.54,12,46,0.17,679.88,0.78,8142,16369,0.598,64.94
01/07/2024,East,Partner,157,228168,45989,7.42,6.32,24,45,0.477,947.66,0.52,5268,176911,0.202,74.89
01/05/2024,West,Online,636,200616,122710,7.69,4.99,12,53,0.212,391.29,0.66,8917,68989,0.612,134.83
01/06/2024,East,Partner,172,236800,45568,8.07,5.24,12,69,0.095,321.94,0.85,14716,176516,0.192,16.34
01/06/2024,South,Branch,228,79381,137035,9.6,7.54,12,63,0.069,895.56,0.56,13669,-71323,1.726,15.73
01/08/2024,East,Online,698,177769,86577,5.9,5.19,12,29,0.169,953.48,0.67,9271,81921,0.487,117.96
01/09/2024,South,Branch,525,206359,125231,9.34,6.98,6,38,0.13,590.36,0.66,5238,75890,0.607,68.25
01/02/2024,South,Online,764,114610,134699,6.99,7.96,12,42,0.342,292.17,0.64,19256,-39345,1.175,261.29
01/09/2024,East,Partner,793,118122,50099,7.9,8,12,28,0.431,588.31,0.72,13801,54222,0.424,341.78
01/12/2024,North,Online,224,118184,109900,7.28,6.13,12,57,0.191,287.55,0.9,12002,-3718,0.93,42.78
01/11/2024,East,Online,166,221153,60639,9.85,7.31,12,63,0.31,906.55,0.6,12768,147746,0.274,51.46
01/10/2024,North,Partner,105,264709,124679,7.5,7.96,24,44,0.379,766.52,0.78,10883,129147,0.471,39.8
01/09/2024,South,Branch,736,226384,43482,8.52,5.5,12,37,0.229,392.91,0.8,17779,165123,0.192,168.54
01/10/2024,South,Partner,413,137228,89212,8.57,5.01,12,60,0.08,909.35,0.73,19434,28582,0.65,33.04
01/10/2024,North,Online,425,122943,75261,6.84,4.46,24,69,0.153,710.32,0.54,17616,30066,0.612,65.03
01/07/2024,South,Partner,664,263862,131321,7.9,4.56,24,28,0.447,962.61,0.73,16589,115952,0.498,296.81
01/01/2024,North,Online,677,130770,107317,9.2,7.41,6,59,0.421,984.38,0.88,17732,5721,0.821,285.02
01/07/2024,North,Partner,605,102726,50048,7.13,6.35,24,32,0.089,202.63,0.64,10785,41893,0.487,53.84
01/10/2024,South,Partner,181,203283,23065,8.83,7.49,12,64,0.151,296.17,0.76,10093,170125,0.113,27.33
01/05/2024,West,Branch,698,210552,22036,7.67,7.16,12,60,0.396,637.54,0.88,11438,177078,0.105,276.41
01/06/2024,North,Online,101,97780,55814,9.16,6.69,12,30,0.269,964.68,0.82,17729,24237,0.571,27.17
01/10/2024,East,Branch,303,238210,79694,9.75,6.44,12,46,0.392,995.39,0.78,18082,140434,0.335,118.78
