Year,Month,Region,Channel,NewSales,AvgSaleValue,MarketingCost,OperationalCost,CustomerSatisfaction,TotalRevenue,Profit,ROI,CostPerSale
2022,4,North,Online,410,993.94,80484.4,43443.22,8.85,407515.4,283587.78,352.35,105.96
2022,4,West,Online,589,1097.4,24026.64,9620.6,7.9,646368.6,612721.36,2550.17,16.33
2022,5,East,Retail,779,1171.15,54080.73,17509.05,5.88,912325.85,840736.07,1554.59,22.48
2022,5,North,Online,234,613.17,52729.21,78606.61,5.93,143481.78,12145.96,23.03,335.93
2022,5,South,Partner,548,608.46,49107.79,28594.07,5.81,333436.08,255734.22,520.76,52.18
2022,5,South,Online,486,627.49,62386.31,45439.53,6.73,304960.14,197134.3,315.99,93.5
2022,5,South,Online,793,540.96,50754.23,22467.64,7.28,428981.28,355759.41,700.95,28.33
2022,5,East,Partner,536,966.53,85745.98,49052.74,8.47,518060.08,383261.36,446.97,91.52
2022,5,North,Online,898,740.28,24072.59,64259.85,8.73,664771.44,576439.0,2394.59,71.56
2022,5,West,Partner,958,351.45,90010.05,31664.73,8.12,336689.1,215014.32,238.88,33.05
2022,5,South,Online,292,385.28,38048.76,66941.62,6.36,112501.76,7511.38,19.74,229.25
2022,5,North,Online,265,841.82,32018.95,64665.83,8.4,223082.3,126397.52,394.76,244.02
2022,5,East,Online,138,374.41,25187.45,36205.3,7.78,51668.58,-9724.17,-38.61,262.36
2022,5,North,Partner,482,1010.16,21728.84,51166.45,7.22,486897.12,414001.83,1905.31,106.15
2022,5,West,Partner,523,718.08,61254.75,70036.41,6.18,375555.84,244264.68,398.77,133.91
2022,5,East,Online,538,845.22,81559.93,48480.28,5.45,454728.36,324688.15,398.1,90.11
2022,5,West,Partner,996,879.16,50327.69,46753.19,8.96,875643.36,778562.48,1546.99,46.94
2022,5,South,Partner,210,569.14,74682.93,11820.16,8.07,119519.4,33016.31,44.21,56.29
2022,5,East,Online,470,617.39,22875.58,22107.53,6.08,290173.3,245190.19,1071.84,47.04
2022,5,East,Retail,470,1021.25,24148.35,75049.06,7.89,479987.5,380790.09,1576.88,159.68
2022,5,East,Online,799,484.18,47618.57,75955.67,6.38,386859.82,263285.58,552.91,95.06
2022,5,East,Partner,239,1000.94,43961.36,15537.43,6.81,239224.66,179725.87,408.83,65.01
2022,5,West,Partner,988,395.46,59034.22,32193.74,8.46,390714.48,299486.52,507.31,32.58
2022,5,East,Retail,670,873.76,15661.67,45834.6,6.83,585419.2,523922.93,3345.26,68.41
2022,5,West,Online,714,452.17,56074.48,14072.05,8.21,322849.38,252702.85,450.66,19.71
2022,5,West,Partner,701,365.5,54686.39,36813.88,8.27,256215.5,164715.23,301.2,52.52
2022,5,North,Retail,608,252.83,98734.08,28222.39,7.47,153720.64,26764.17,27.11,46.42
2022,6,North,Retail,462,675.6,27282.1,45809.45,7.86,312127.2,239035.65,876.16,99.15
2022,6,East,Partner,355,554.9,13304.16,42565.75,8.51,196989.5,141119.59,1060.72,119.9
2022,6,North,Online,718,495.82,49560.66,32402.51,7.59,355998.76,274035.59,552.93,45.13
2022,6,West,Retail,924,386.64,43483.92,25423.65,7.17,357255.36,288347.79,663.11,27.51
2022,6,West,Partner,579,875.66,51429.61,61726.7,7.14,507007.14,393850.83,765.81,106.61
2022,6,West,Retail,640,799.46,23096.39,75783.06,7.25,511654.4,412774.95,1787.18,118.41
2022,6,West,Partner,794,984.41,33404.32,26555.19,9.56,781621.54,721662.03,2160.39,33.44
2022,6,West,Online,200,1096.57,37336.15,73312.57,6.68,219314.0,108665.28,291.05,366.56
2022,6,North,Retail,454,359.88,33642.59,77904.01,9.19,163385.52,51838.92,154.09,171.59
2022,6,West,Online,469,473.99,87993.61,37553.67,6.18,222301.31,96754.03,109.96,80.07
2022,6,West,Online,786,896.08,58969.78,12091.73,7.14,704318.88,633257.37,1073.87,15.38
2022,6,North,Retail,231,309.86,31912.03,20586.79,8.57,71577.66,19078.84,59.79,89.12
2022,6,West,Retail,124,753.99,43863.34,44494.62,8.46,93494.76,5136.8,11.71,358.83
2022,6,East,Online,754,727.59,66538.59,32578.14,5.77,548602.86,449486.13,675.53,43.21
2022,7,North,Retail,228,931.5,14063.62,70107.36,5.75,212382.0,128211.02,911.65,307.49
2022,7,South,Partner,752,1034.95,28161.55,43865.43,9.12,778282.4,706255.42,2507.87,58.33
2022,7,South,Partner,334,471.49,50124.3,20701.13,7.29,157477.66,86652.23,172.87,61.98
2022,7,North,Partner,511,692.54,28432.22,79298.21,7.18,353887.94,246157.51,865.77,155.18
2022,7,South,Retail,467,200.03,99587.94,44137.32,7.19,93414.01,-50311.25,-50.52,94.51
2022,7,West,Online,413,740.3,25224.57,32471.48,7.92,305743.9,248047.85,983.36,78.62
2022,7,East,Partner,692,741.37,49909.52,45264.44,7.55,513028.04,417854.08,837.22,65.41
2022,7,North,Online,764,1026.34,84536.73,69638.29,8.77,784123.76,629948.74,745.18,91.15
2022,7,South,Partner,278,1004.17,41723.29,63596.8,7.17,279159.26,173839.17,416.65,228.77
2022,7,West,Partner,924,658.52,91917.65,66454.87,9.09,608472.48,450099.96,489.68,71.92
2022,7,West,Online,370,338.13,34119.75,54535.23,5.73,125108.1,36453.12,106.84,147.39
2022,7,South,Partner,948,1120.69,62722.76,47892.31,7.32,1062414.12,951799.05,1517.47,50.52
2022,7,North,Online,289,875.59,81107.49,77177.4,7.56,253045.51,94760.62,116.83,267.05
2022,7,East,Partner,238,683.23,46032.1,59741.68,7.41,162608.74,56834.96,123.47,251.02
2022,7,South,Retail,326,491.36,14012.93,62841.86,5.39,160183.36,83328.57,594.65,192.77
2022,7,West,Retail,310,269.04,54273.52,55246.51,6.26,83402.4,-26117.63,-48.12,178.21
2022,7,South,Partner,533,404.09,50257.25,47773.44,5.39,215379.97,117349.28,233.5,89.63
2022,7,East,Partner,932,541.64,80447.11,65769.43,6.94,504808.48,358591.94,445.75,70.57
2022,8,North,Online,338,363.02,66115.48,49719.39,7.74,122700.76,6865.89,10.38,147.1
2022,8,West,Partner,515,1104.24,83498.97,7956.32,8.34,568683.6,477228.31,571.54,15.45
2022,8,West,Online,274,772.0,37404.14,56315.68,5.87,211528.0,117808.18,314.96,205.53
2022,8,South,Online,139,343.28,22853.29,78557.09,6.02,47715.92,-53694.46,-234.95,565.16
2022,8,West,Online,319,376.9,44606.42,47158.32,6.95,120231.1,28466.36,63.82,147.83
2022,8,North,Online,913,859.69,34011.51,72013.25,6.31,784896.97,678872.21,1996.01,78.88
2022,8,West,Partner,798,830.09,39052.88,45881.26,7.06,662411.82,577477.68,1478.71,57.5
2022,8,South,Retail,999,384.84,67519.71,26513.5,8.25,384455.16,290421.95,430.13,26.54
2022,8,North,Retail,669,770.29,29054.29,39911.52,7.19,515324.01,446358.2,1536.29,59.66
2022,8,West,Retail,546,891.66,11522.15,68190.09,8.27,486846.36,407134.12,3533.49,124.89
2022,8,West,Online,943,1165.64,91860.8,27740.61,7.5,1099198.52,979597.11,1066.39,29.42
2022,8,East,Partner,543,929.31,29028.81,7330.11,7.27,504615.33,468256.41,1613.07,13.5
2022,8,South,Online,867,452.31,76243.19,6525.58,6.6,392152.77,309384.0,405.79,7.53
2022,8,South,Partner,337,618.97,46569.9,59025.0,5.79,208592.89,102997.99,221.17,175.15
2022,8,South,Online,300,618.7,68322.73,70959.7,7.87,185610.0,46327.57,67.81,236.53
2022,8,South,Partner,838,918.72,47001.46,75933.24,7.47,769887.36,646952.66,1376.45,90.61
2022,8,West,Online,351,744.56,18164.88,72131.39,7.52,261340.56,171044.29,941.62,205.5
2022,9,North,Retail,105,320.39,86684.36,8953.23,9.55,33640.95,-61996.64,-71.52,85.27
2022,9,West,Partner,761,422.68,11442.53,43152.95,6.12,321659.48,267064.0,2333.96,56.71
2022,9,East,Retail,556,861.72,68381.47,25524.98,9.15,479116.32,385209.87,563.32,45.91
2022,9,West,Partner,236,361.37,35448.89,69271.26,6.91,85283.32,-19436.83,-54.83,293.52
2022,9,East,Retail,294,349.25,97895.59,9482.17,6.07,102679.5,-4698.26,-4.8,32.25
2022,9,North,Partner,659,1086.09,50011.62,33916.44,7.5,715733.31,631805.25,1263.32,51.47
2022,9,West,Retail,394,440.53,52687.78,39895.81,8.52,173568.82,80985.23,153.71,101.26
2022,9,East,Partner,893,1134.43,44744.58,68082.21,9.05,1013045.99,900219.2,2011.91,76.24
2022,9,West,Partner,243,1023.27,72744.96,37275.74,8.72,248654.61,138633.91,190.58,153.4
2022,9,East,Online,156,892.35,98931.17,49437.01,8.54,139206.6,-9161.58,-9.26,316.9
2022,9,East,Partner,659,259.94,73870.42,41849.78,6.47,171300.46,55580.26,75.24,63.5
2022,9,East,Partner,329,538.08,72403.98,23990.09,8.36,177028.32,80634.25,111.37,72.92
2022,9,East,Partner,867,258.57,75431.67,28202.64,8.11,224180.19,120545.88,159.81,32.53
2022,9,East,Online,662,805.09,73931.64,38718.75,8.77,532969.58,420319.19,568.52,58.49
2022,9,East,Partner,367,555.44,38274.59,30516.72,6.13,203846.48,135055.17,352.86,83.15
2022,9,East,Online,545,849.38,98195.99,22150.31,6.49,462912.1,342565.8,348.86,40.64
2022,9,East,Retail,636,581.62,95525.13,73575.53,7.46,369910.32,200809.66,210.22,115.68
2022,9,South,Retail,678,827.67,86338.28,29049.71,7.68,561160.26,445772.27,516.31,42.85
2022,9,West,Online,204,437.48,51460.55,6757.47,7.03,89245.92,31027.9,60.29,33.12
2022,9,East,Partner,538,928.12,80923.16,12105.42,7.46,499328.56,406299.98,502.08,22.5
2022,10,North,Retail,138,822.75,18962.17,45357.1,7.53,113539.5,49220.23,259.57,328.67
2022,10,East,Retail,729,746.46,43928.76,60856.3,7.63,544169.34,439384.28,1000.22,83.48
2022,10,South,Retail,388,1173.8,48295.51,54800.92,6.39,455434.4,352337.97,729.55,141.24
2022,10,West,Online,346,650.06,42706.35,60697.7,7.69,224920.76,121516.71,284.54,175.43
2022,10,South,Partner,640,764.23,87792.96,41315.99,6.6,489107.2,359998.25,410.05,64.56
2022,10,East,Online,921,979.52,87666.37,72999.0,7.4,902137.92,741472.55,845.79,79.26
2022,10,North,Retail,391,665.34,22099.01,14797.58,6.72,260147.94,223251.35,1010.23,37.85
2022,10,West,Partner,957,433.74,14649.16,7725.56,8.43,415089.18,392714.46,2680.8,8.07
2022,10,South,Online,757,1020.07,44765.89,59637.05,8.0,772192.99,667790.05,1491.74,78.78
2022,10,North,Partner,889,487.22,94255.89,34978.97,6.32,433138.58,303903.72,322.42,39.35
2022,10,North,Retail,572,705.52,92335.79,67667.88,6.69,403557.44,243553.77,263.77,118.3
2022,10,West,Online,821,863.15,21644.26,76926.81,7.65,708646.15,610075.08,2818.65,93.7
2022,10,South,Partner,143,821.33,35315.61,14471.26,6.87,117450.19,67663.32,191.6,101.2
2022,10,North,Partner,246,322.5,53676.16,74933.3,7.33,79335.0,-49274.46,-91.8,304.61
2022,10,North,Retail,309,939.47,42046.06,38179.53,9.35,290296.23,210070.64,499.62,123.56
2022,10,South,Online,211,959.82,33854.26,38205.19,7.13,202522.02,130462.57,385.37,181.07
2022,10,North,Online,795,405.98,25373.23,35208.92,8.85,322754.1,262171.95,1033.26,44.29
2022,11,North,Partner,648,316.36,82465.7,18048.3,8.89,205001.28,104487.28,126.7,27.85
2022,11,East,Online,144,619.63,78080.6,39365.36,7.54,89226.72,-28219.24,-36.14,273.37
2022,11,North,Online,893,560.47,63802.72,49310.34,8.1,500499.71,387386.65,607.16,55.22
2022,11,East,Online,202,1188.42,10661.77,47160.86,7.23,240060.84,182238.21,1709.27,233.47
2022,11,North,Partner,270,489.44,47866.29,6577.77,5.99,132148.8,77704.74,162.34,24.36
2022,11,East,Online,844,873.84,87207.2,75052.47,7.73,737520.96,575261.29,659.65,88.92
2022,11,West,Partner,483,418.71,51431.98,19613.04,7.29,202236.93,131191.91,255.08,40.61
2022,11,South,Online,784,626.4,10946.19,11004.76,6.95,491097.6,469146.65,4285.94,14.04
2022,11,West,Partner,447,523.53,61376.85,71620.41,7.35,234017.91,101020.65,164.59,160.22
2022,11,South,Retail,567,723.4,35121.74,26388.99,6.84,410167.8,348657.07,992.71,46.54
2022,11,South,Retail,376,582.78,68516.84,60259.59,7.42,219125.28,90348.85,131.86,160.26
2022,11,South,Retail,375,225.2,55055.76,20515.39,9.19,84450.0,8878.85,16.13,54.71
2022,11,North,Online,219,890.32,75868.55,64449.69,7.84,194980.08,54661.84,72.05,294.29
2022,11,East,Partner,385,615.15,18923.15,24625.35,8.11,236832.75,193284.25,1021.42,63.96
2022,11,South,Partner,477,280.58,76779.59,78369.91,6.18,133836.66,-21312.84,-27.76,164.3
2022,12,North,Partner,208,1138.53,60329.63,7817.47,6.69,236814.24,168667.14,279.58,37.58
2022,12,West,Online,584,783.25,52170.13,40235.32,8.02,457418.0,365012.55,699.66,68.9
2022,12,East,Retail,633,245.0,74841.11,58602.21,7.16,155085.0,21641.68,28.92,92.58
2022,12,South,Online,102,800.91,55806.31,43135.93,8.09,81692.82,-17249.42,-30.91,422.9
2022,12,North,Partner,147,1118.4,96467.17,42111.95,7.84,164404.8,25825.68,26.77,286.48
2022,12,South,Retail,866,677.42,73140.87,9744.01,8.63,586645.72,503760.84,688.75,11.25
2022,12,East,Partner,126,1071.91,30264.49,32949.28,9.82,135060.66,71846.89,237.4,261.5
2022,12,West,Partner,265,1170.94,19559.24,69277.18,7.53,310299.1,221462.68,1132.27,261.42
2022,12,North,Partner,375,788.0,66344.92,40783.24,7.33,295500.0,188371.84,283.93,108.76
2022,12,East,Online,570,711.71,68260.79,37237.34,8.02,405674.7,300176.57,439.75,65.33
2022,12,East,Partner,904,259.62,21687.13,29525.51,10.0,234696.48,183483.84,846.05,32.66
2022,12,North,Online,584,767.39,71508.65,74750.4,7.13,448155.76,301896.71,422.18,128.0
2022,12,South,Partner,395,619.1,36302.41,36633.07,6.7,244544.5,171609.02,472.72,92.74
2022,12,West,Retail,291,696.24,92376.09,24688.27,6.81,202605.84,85541.48,92.6,84.84
2022,12,South,Retail,137,330.72,83770.93,40302.95,9.87,45308.64,-78765.24,-94.02,294.18
2022,12,West,Partner,738,1079.28,31304.84,37432.79,7.35,796508.64,727771.01,2324.79,50.72
2022,12,North,Online,372,831.38,53911.02,60372.16,7.21,309273.36,194990.18,361.69,162.29
2022,12,South,Online,242,404.24,25730.65,45052.71,7.24,97826.08,27042.72,105.1,186.17
2022,12,East,Online,766,644.18,24369.97,12796.95,7.51,493441.88,456274.96,1872.28,16.71
2022,12,East,Partner,580,1192.14,90777.91,8897.46,8.9,691441.2,591765.83,651.88,15.34
2022,12,North,Retail,346,399.22,18052.58,73419.09,6.51,138130.12,46658.45,258.46,212.19
2022,12,North,Partner,888,734.56,93095.74,27746.08,8.8,652289.28,531447.46,570.86,31.25
2022,12,North,Online,943,948.61,43507.64,68720.01,8.57,894539.23,782311.58,1798.1,72.87
2022,12,East,Retail,777,1054.55,92803.6,47930.58,8.0,819385.35,678651.17,731.28,61.69
2023,1,West,Online,974,858.16,92848.23,27729.93,7.54,835847.84,715269.68,770.36,28.47
2023,1,South,Partner,598,574.72,89671.5,60598.15,7.18,343682.56,193412.91,215.69,101.33
2023,1,East,Partner,683,534.4,76469.14,42364.2,8.57,364995.2,246161.86,321.91,62.03
2023,1,North,Partner,598,256.68,26259.18,75551.76,8.32,153494.64,51683.7,196.82,126.34
2023,1,East,Online,758,803.15,80204.33,77670.83,7.85,608787.7,450912.54,562.2,102.47
2023,1,South,Partner,997,833.71,37289.78,5682.36,5.97,831208.87,788236.73,2113.81,5.7
2023,1,South,Retail,808,286.13,49151.31,77115.78,5.52,231193.04,104925.95,213.48,95.44
2023,1,West,Online,197,361.46,31184.49,62542.5,9.05,71207.62,-22519.37,-72.21,317.47
2023,1,West,Partner,289,626.5,66586.06,28794.44,8.98,181058.5,85678.0,128.67,99.63
2023,1,East,Retail,193,658.03,93392.68,73871.38,7.11,126999.79,-40264.27,-43.11,382.75
2023,1,North,Online,982,1188.84,82984.17,48572.64,8.19,1167440.88,1035884.07,1248.29,49.46
2023,1,West,Partner,605,297.37,17867.51,39369.0,9.07,179908.85,122672.34,686.57,65.07
2023,1,North,Partner,398,368.81,82332.41,39223.76,6.86,146786.38,25230.21,30.64,98.55
2023,1,North,Partner,999,1155.65,63421.77,66457.09,7.91,1154494.35,1024615.49,1615.56,66.52
2023,2,South,Partner,544,731.57,78599.09,73984.44,6.86,397974.08,245390.55,312.21,136.0
2023,2,North,Partner,744,1158.12,85372.53,62164.06,8.76,861641.28,714104.69,836.46,83.55
2023,2,West,Online,236,888.05,40894.79,40001.24,7.05,209579.8,128683.77,314.67,169.5
2023,2,West,Online,719,987.37,98618.9,48660.86,7.67,709919.03,562639.27,570.52,67.68
2023,2,South,Online,110,1017.31,77628.1,39471.11,7.98,111904.1,-5195.11,-6.69,358.83
2023,2,West,Retail,338,841.5,45437.96,19936.77,7.61,284427.0,219052.27,482.09,58.98
2023,2,South,Partner,515,401.53,52759.75,46376.6,8.84,206787.95,107651.6,204.04,90.05
2023,2,East,Online,438,794.24,36807.35,53563.98,6.37,347877.12,257505.79,699.6,122.29
2023,2,West,Online,675,1012.47,40786.25,25301.27,7.63,683417.25,617329.73,1513.57,37.48
2023,2,South,Retail,833,1049.96,31959.58,45011.02,7.79,874616.68,797646.08,2495.8,54.03
2023,2,South,Partner,417,241.58,41812.59,19975.23,8.04,100738.86,38951.04,93.16,47.9
2023,2,West,Partner,190,279.28,77661.83,21333.56,7.49,53063.2,-45932.19,-59.14,112.28
2023,2,South,Retail,549,642.58,19604.06,17831.45,7.24,352776.42,315340.91,1608.55,32.48
2023,2,North,Partner,857,259.59,40686.58,26034.13,5.56,222468.63,155747.92,382.8,30.38
2023,2,North,Partner,395,272.73,26582.38,72808.52,6.29,107728.35,8337.45,31.36,184.33
2023,2,South,Online,333,892.05,70857.62,52096.91,7.27,297052.65,174098.12,245.7,156.45
2023,2,East,Retail,375,1149.27,15059.25,48355.41,7.43,430976.25,367561.59,2440.77,128.95
2023,2,South,Partner,409,686.17,83876.41,25975.54,6.65,280643.53,170791.58,203.62,63.51
2023,2,North,Online,936,368.28,78612.51,13981.01,7.64,344710.08,252116.56,320.71,14.94
2023,2,West,Online,656,562.98,28968.68,32378.57,8.69,369314.88,307967.63,1063.11,49.36
2023,2,West,Online,971,367.57,21601.23,13251.33,7.21,356910.47,322057.91,1490.92,13.65
2023,2,West,Retail,819,239.81,21412.16,54642.62,6.97,196404.39,120349.61,562.06,66.72
2023,2,North,Retail,236,552.33,48478.77,13982.0,6.15,130349.88,67889.11,140.04,59.25
2023,2,East,Partner,787,542.93,78356.81,45866.13,6.41,427285.91,303062.97,386.77,58.28
2023,2,North,Retail,345,516.1,47703.97,59178.01,7.76,178054.5,71172.52,149.2,171.53
2023,2,North,Retail,393,361.69,26066.78,73529.56,7.98,142144.17,42547.83,163.23,187.1
2023,2,South,Retail,773,239.27,38693.56,11691.66,8.94,184955.71,134570.49,347.79,15.13
2023,3,South,Online,238,1033.64,41230.21,21159.72,7.15,246006.32,183616.39,445.34,88.91
2023,3,North,Partner,306,356.81,53651.62,9921.96,7.35,109183.86,45610.28,85.01,32.42
2023,3,East,Partner,239,346.44,85959.41,31263.99,8.17,82799.16,-34424.24,-40.05,130.81
2023,3,South,Partner,634,579.04,61985.18,38199.11,6.7,367111.36,266927.07,430.63,60.25
2023,3,North,Partner,418,684.02,19596.13,38234.55,7.94,285920.36,228089.68,1163.95,91.47
2023,3,North,Online,721,871.09,78199.89,53579.0,5.83,628055.89,496277.0,634.63,74.31
2023,3,South,Online,384,802.45,90932.4,78500.41,8.12,308140.8,138707.99,152.54,204.43
2023,3,North,Partner,778,295.36,70895.55,46793.89,9.68,229790.08,112100.64,158.12,60.15
2023,3,South,Partner,815,541.32,26587.13,27419.46,7.65,441175.8,387169.21,1456.23,33.64
2023,3,West,Partner,494,308.04,41324.68,44246.47,7.28,152171.76,66600.61,161.16,89.57
2023,3,West,Retail,495,785.59,34612.71,62307.17,6.56,388867.05,291947.17,843.47,125.87
2023,3,North,Partner,439,612.28,16539.9,25075.13,7.1,268790.92,227175.89,1373.5,57.12
2023,3,East,Partner,465,1140.5,42370.8,14773.85,6.91,530332.5,473187.85,1116.78,31.77
2023,3,South,Online,203,781.74,46826.43,69405.87,8.48,158693.22,42460.92,90.68,341.9
2023,3,North,Partner,281,766.02,73134.92,28695.19,7.83,215251.62,113421.51,155.09,102.12
2023,3,North,Retail,211,558.14,68995.9,39826.27,6.16,117767.54,8945.37,12.97,188.75
2023,3,North,Online,637,436.92,49423.97,19793.2,6.32,278318.04,209100.87,423.08,31.07
2023,3,East,Partner,596,640.66,51754.26,31754.24,7.0,381833.36,298324.86,576.43,53.28
2023,3,North,Partner,915,845.53,81002.26,8455.19,9.43,773659.95,684202.5,844.67,9.24
2023,3,West,Retail,591,1153.63,21439.94,72918.66,8.17,681795.33,587436.73,2739.92,123.38
2023,3,North,Partner,556,907.28,85279.58,50313.05,7.27,504447.68,368855.05,432.52,90.49
2023,3,North,Partner,996,353.14,82242.77,29406.37,7.9,351727.44,240078.3,291.91,29.52
2023,3,South,Partner,377,800.25,36749.27,78190.31,6.65,301694.25,186754.67,508.19,207.4
2023,4,East,Partner,629,861.78,49262.14,35024.74,6.02,542059.62,457772.74,929.26,55.68
2023,4,South,Retail,935,381.78,76659.72,74627.94,4.98,356964.3,205676.64,268.3,79.82
2023,4,West,Retail,274,561.07,82165.62,29680.53,8.36,153733.18,41887.03,50.98,108.32
2023,4,South,Online,192,393.44,78057.3,34704.09,7.14,75540.48,-37220.91,-47.68,180.75
2023,4,East,Retail,673,777.81,43142.51,44715.02,7.0,523466.13,435608.6,1009.7,66.44
2023,4,East,Online,569,515.24,10817.83,11496.48,6.2,293171.56,270857.25,2503.8,20.2
2023,4,East,Online,749,325.55,96232.43,32452.12,7.32,243836.95,115152.4,119.66,43.33
2023,4,East,Online,269,963.69,33719.63,17304.77,5.91,259232.61,208208.21,617.47,64.33
2023,4,South,Partner,975,379.03,59182.87,55706.98,6.8,369554.25,254664.4,430.3,57.14
2023,4,West,Online,860,406.82,69657.38,23053.44,7.69,349865.2,257154.38,369.17,26.81
2023,4,North,Partner,800,707.76,40186.61,8274.57,7.28,566208.0,517746.82,1288.36,10.34
2023,4,East,Retail,705,520.85,17579.17,73106.28,6.58,367199.25,276513.8,1572.96,103.7
2023,4,South,Online,171,541.24,23194.75,62748.02,8.7,92552.04,6609.27,28.49,366.95
2023,4,East,Partner,669,1134.8,77812.8,50874.18,7.94,759181.2,630494.22,810.27,76.05
2023,4,East,Retail,563,796.47,19613.89,41364.41,7.46,448412.61,387434.31,1975.31,73.47
2023,4,East,Retail,602,1109.55,46944.88,8733.58,6.92,667949.1,612270.64,1304.23,14.51
2023,4,West,Retail,710,540.0,68522.96,35338.96,6.52,383400.0,279538.08,407.95,49.77
2023,5,East,Retail,718,617.67,27780.03,39785.74,5.1,443487.06,375921.29,1353.21,55.41
2023,5,South,Online,382,740.3,47954.14,59341.84,8.68,282794.6,175498.62,365.97,155.35
2023,5,East,Online,175,957.28,61809.87,23559.72,8.48,167524.0,82154.41,132.91,134.63
2023,5,North,Online,705,240.26,21731.78,17320.28,6.28,169383.3,130331.24,599.73,24.57
2023,5,West,Retail,753,326.94,74379.01,44511.29,7.03,246185.82,127295.52,171.14,59.11
2023,5,North,Retail,189,224.01,31886.2,74937.8,7.04,42337.89,-64486.11,-202.24,396.5
2023,5,West,Online,850,615.82,96645.93,73219.0,7.9,523447.0,353582.07,365.85,86.14
2023,5,East,Retail,322,748.59,66551.24,52541.71,8.82,241045.98,121953.03,183.25,163.17
2023,5,South,Partner,593,793.78,74099.82,62657.31,6.28,470711.54,333954.41,450.68,105.66
2023,5,West,Online,474,446.86,69023.87,37033.43,7.31,211811.64,105754.34,153.21,78.13
2023,5,South,Partner,498,456.19,32755.37,68191.59,7.0,227182.62,126235.66,385.39,136.93
2023,5,North,Online,505,337.3,81675.17,38429.74,6.78,170336.5,50231.59,61.5,76.1
2023,5,East,Partner,570,367.81,90322.22,75884.18,7.66,209651.7,43445.3,48.1,133.13
2023,5,North,Retail,792,499.9,37637.9,37263.19,7.13,395920.8,321019.71,852.92,47.05
2023,5,East,Retail,548,556.98,76901.76,78869.68,6.1,305225.04,149453.6,194.34,143.92
2023,5,West,Online,916,927.63,88013.93,25970.11,9.11,849709.08,735725.04,835.92,28.35
2023,6,North,Partner,864,611.19,74553.57,49645.76,9.21,528068.16,403868.83,541.72,57.46
2023,6,South,Retail,731,240.14,59474.55,35428.58,5.95,175542.34,80639.21,135.59,48.47
2023,6,West,Partner,238,475.92,39945.65,13779.83,6.64,113268.96,59543.48,149.06,57.9
2023,6,North,Partner,584,872.51,55405.26,75642.92,7.63,509545.84,378497.66,683.14,129.53
2023,6,West,Retail,715,930.25,62479.52,69079.96,9.38,665128.75,533569.27,853.99,96.62
2023,6,East,Partner,639,1169.32,21307.91,69423.54,7.56,747195.48,656464.03,3080.85,108.64
2023,6,West,Online,607,983.47,51758.69,72745.52,7.45,596966.29,472462.08,912.82,119.84
2023,6,West,Online,561,922.07,82716.16,11700.49,7.07,517281.27,422864.62,511.22,20.86
2023,6,South,Retail,879,582.14,50413.4,30027.82,8.01,511701.06,431259.84,855.45,34.16
2023,6,West,Retail,363,1196.53,83156.59,76832.5,8.46,434340.39,274351.3,329.92,211.66
2023,6,South,Retail,624,439.07,33143.71,9551.23,8.41,273979.68,231284.74,697.82,15.31
2023,6,West,Retail,427,339.25,60926.66,54049.57,8.55,144859.75,29883.52,49.05,126.58
2023,6,West,Online,566,545.02,19853.41,73059.74,8.39,308481.32,215568.17,1085.8,129.08
2023,6,East,Partner,760,249.61,82204.63,10100.77,6.5,189703.6,97398.2,118.48,13.29
2023,6,East,Retail,296,251.26,58619.55,8165.04,8.81,74372.96,7588.37,12.95,27.58
2023,7,West,Partner,304,573.46,55213.46,16745.96,6.1,174331.84,102372.42,185.41,55.09
2023,7,North,Retail,820,475.24,11890.82,75164.23,6.56,389696.8,302641.75,2545.17,91.66
2023,7,South,Retail,305,1130.4,94720.1,52137.79,6.64,344772.0,197914.11,208.95,170.94
2023,7,West,Retail,106,281.23,73098.78,71122.65,7.13,29810.38,-114411.05,-156.52,670.97
2023,7,West,Partner,508,849.79,58378.61,11458.71,7.24,431693.32,361856.0,619.84,22.56
2023,7,South,Online,826,1073.62,53575.57,10840.92,6.34,886810.12,822393.63,1535.02,13.12
2023,7,North,Retail,338,1009.92,47000.21,45562.03,7.8,341352.96,248790.72,529.34,134.8
2023,7,North,Online,357,326.82,78962.09,46647.19,7.43,116674.74,-8934.54,-11.31,130.66
2023,7,South,Retail,414,741.11,85147.64,5107.13,7.94,306819.54,216564.77,254.34,12.34
2023,7,West,Retail,479,1079.6,77276.86,76848.45,7.14,517128.4,363003.09,469.74,160.44
2023,7,South,Partner,787,249.22,25730.32,53158.27,6.88,196136.14,117247.55,455.68,67.55
2023,7,South,Retail,550,700.58,16362.69,78824.15,9.04,385319.0,290132.16,1773.13,143.32
2023,7,South,Retail,816,1086.38,33247.04,18696.88,6.34,886486.08,834542.16,2510.12,22.91
2023,7,East,Retail,832,848.75,24810.95,36193.52,6.47,706160.0,645155.53,2600.29,43.5
2023,7,East,Partner,407,969.44,50946.12,16059.04,9.94,394562.08,327556.92,642.95,39.46
2023,7,East,Partner,466,243.1,24477.43,44894.97,7.04,113284.6,43912.2,179.4,96.34
2023,7,North,Partner,545,323.25,38730.28,25602.88,7.75,176171.25,111838.09,288.76,46.98
2023,7,North,Retail,864,1165.83,54372.71,67474.56,8.95,1007277.12,885429.85,1628.45,78.1
